Order ID,Order Date,Day,Country,City,Lat,Lng,Full Name,Category,Sub Category,Item,SalesPerson ID,Quantity,Unit Price,Discount,Total Cost,Status,Gender
151,02/01/2023,Tue,Egypt,asyut,27.1809,31.1837,Husayn Watar,Fitness Tracker,Garmin Approach,Garmin Approach S62,Y449,5,499,361.8748,464.569,True,Female
152,02/01/2023,Mon,United Arab Emirates,abu dhabi,24.4764,54.3705,Abd Alruhmin Ramzi,Digital Camera,Fujifilm X Series,Fujifilm X100V,S243,3,1399,13888.5725,8479.339,True,Female
153,02/01/2023,Tue,Saudi Arabia,riyadh,24.7743,46.7386,Muhamad Eisaa,VR Headset,Sony PlayStation,PlayStation VR,S855,4,299,219.2268,73.0756,True,Male
154,02/01/2023,Mon,France,paris,48.8566,2.3522,Rami Musaa,Smartwatch,Apple Watch,Apple Watch Series 7,C780,3,399,237.006,695.2176,True,Female
155,02/01/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Ali Naeim,VR Headset,Oculus Quest,Oculus Quest 2 (64GB),L571,5,299,172.224,60.2784,True,Female
156,02/01/2023,Fri,Syria,homs,34.7326,36.7136,Dijwar Watar,Smart Speaker,Harman Kardon,Harman Kardon Citation,W243,3,199,37.611,8.955,True,Male
157,02/01/2023,Mon,Saudi Arabia,riyadh,24.7743,46.7386,Iin Alshalaq,Laptop,Dell XPS,XPS 13,R814,4,1299,409.185,561.168,True,Female
158,02/01/2023,Mon,Egypt,asyut,27.1809,31.1837,Diana Sahalul,Tablet,Apple iPad Pro,"iPad Pro 11"" (5th Gen)",H868,4,899,485.46,558.279,True,Female
159,02/01/2023,Wed,Saudi Arabia,riyadh,24.7136,46.6753,Sami Salim,Smartphone,OnePlus,OnePlus Nord 2,C793,4,399,240.9561,106.6527,True,Male
160,02/01/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Lina Abunfis,Smart Speaker,JBL Link,JBL Link 20,V535,3,99,317.196,299.376,True,Female
161,02/01/2023,Tue,USA,new york,40.7128,-74.006,Lama Bitahish,Gaming Console,Microsoft Xbox,Xbox Series S,J345,5,299,116.9987,247.6019,True,Female
162,02/01/2023,Wed,Saudi Arabia,jeddah,21.5433,39.1728,Basil Mabrukh,Fitness Tracker,Fitbit Versa,Fitbit Versa 2,N658,5,179,442.0584,94.7268,False,Male
163,02/01/2023,Tue,USA,las vegas,36.1699,-115.1398,Bushraa Dib,Smartphone,Apple iPhone,iPhone 13 Pro Max,H466,5,1299,930.2139,773.1648,False,Female
164,02/01/2023,Mon,USA,new york,40.7312,-73.9998,Ahmad Iibrahim,Tablet,Samsung Galaxy Tab,Galaxy Tab A7,E166,5,179,62.829,62.829,True,Female
165,02/01/2023,Mon,Syria,homs,34.7326,36.7136,Ahmad Alhasan,Digital Camera,Canon EOS,Canon EOS M50 Mark II,Y493,3,649,376.1604,143.2992,True,Male
166,02/01/2023,Tue,USA,las vegas,36.1699,-115.1398,Hamzaa Abuhamd,Smartwatch,Samsung Galaxy,Galaxy Watch Active 2,P617,7,249,49.8,124.5,True,Female
167,02/01/2023,Tue,USA,new york,40.7498,-73.9814,Abdalhadi Marzuq,Digital Camera,Nikon Z Series,Nikon Z7 II,R814,4,2299,1434.576,2207.04,True,Female
168,02/01/2023,Tue,United Arab Emirates,dubai,25.2048,55.2708,Iin Alghazi,Digital Camera,Nikon Coolpix,Nikon Coolpix B500,F340,7,249,185.5548,80.178,True,Male
169,02/01/2023,Wed,Saudi Arabia,aseer,18.2311,42.5004,Rim Damrani,Tablet,Lenovo Tab,Lenovo Tab P11 Plus,T371,3,299,247.572,312.156,True,Female
170,02/01/2023,Mon,Syria,damascus,33.5138,36.2765,Rana Alshaykh,Smartphone,Samsung Galaxy,Galaxy M32,R159,4,249,448.6482,83.8134,True,Female
171,02/01/2023,Wed,Syria,aleppo,36.2021,37.1343,Thamir Eisaa,Gaming Console,Sony PlayStation,PlayStation 4 Pro,Y998,3,399,283.689,244.188,True,Male
172,02/01/2023,Sat,United Arab Emirates,abu dhabi,24.4764,54.3705,Diea Mahfud,Smart Speaker,Sonos One,Sonos Move,R426,6,399,222.8814,207.2406,True,Female
173,02/01/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Ayham Earmush,Smart Speaker,Harman Kardon,Harman Kardon Citation,Z125,4,199,381.6024,78.5652,True,Female
174,02/01/2023,Wed,Saudi Arabia,riyadh,24.7136,46.6753,Abdalrahmin Alqadi,Smart Speaker,Harman Kardon,Harman Kardon Citation,W206,4,199,173.926,45.372,True,Male
175,02/01/2023,Wed,USA,new york,40.7498,-73.9814,Hanan Altibae,Smartwatch,Samsung Gear,Samsung Gear S4,R361,6,349,29.5254,272.2898,True,Female
176,02/01/2023,Tue,Syria,homs,34.7326,36.7136,Omar Euthman,Laptop,ASUS ROG,ASUS ROG Zephyrus G14,Y270,6,1299,10624.7808,4190.0544,True,Female
177,02/01/2023,Mon,USA,las vegas,36.1699,-115.1398,Muhamad Abu,Headphones,Anker Soundcore,Anker Soundcore Life Q35,X915,3,129,201.0078,352.7118,True,Male
178,02/01/2023,Mon,Syria,damascus,33.5146,36.3084,Ahmad Aldiyk,Digital Camera,Sony Cyber-shot,Sony Cyber-shot RX100 VII,H320,3,1199,990.9735,501.182,True,Female
179,02/01/2023,Mon,Saudi Arabia,riyadh,24.7136,46.6753,Salih Aleabdyn Zaetar,Smartphone,Xiaomi Mi,Xiaomi Mi 12,F655,2,799,519.2701,558.0216,False,Female
180,02/01/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Ruba Salah Aldiyn,Fitness Tracker,Garmin Vivosmart,Garmin Vivosmart HR,V339,5,79,34.0648,54.194,True,Male
181,03/01/2023,Mon,Saudi Arabia,riyadh,24.7136,46.6753,Abd Alsamad Abu,Smart Speaker,Harman Kardon,Harman Kardon Allure,L028,2,249,33.615,199.449,True,Female
182,03/01/2023,Mon,USA,new york,40.7312,-73.9998,Abd Alruhmin Khalid,VR Headset,Oculus Quest,Oculus Quest 3,U806,3,599,162.6884,116.206,True,Female
183,03/01/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Lina Rafaea,Headphones,Bose QuietComfort,QC45,X710,4,349,616.1246,453.6302,True,Male
184,03/01/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Muhamad Alqasir,Smart Speaker,Google Nest Hub,Google Nest Hub Max,Q115,5,229,139.6213,129.2018,True,Female
185,03/01/2023,Tue,Syria,damascus,33.5146,36.3084,Ahmad Eaziza,Headphones,JBL Live,JBL Live 650BTNC,Y720,4,149,1166.67,818.01,False,Female
186,03/01/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Muhamad Alhamid,Gaming Console,Nintendo Switch,Nintendo Switch OLED,Y387,5,349,57.7944,279.3396,True,Male
187,03/01/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Malik Altuean,Tablet,Samsung Galaxy Tab,Galaxy Tab S7,R252,3,649,453.7808,310.4816,True,Female
188,03/01/2023,Tue,United Arab Emirates,abu dhabi,24.4539,54.3773,Muhamad Shbyb,Smartwatch,Samsung Gear,Samsung Gear Fit 4,D189,4,199,248.2326,204.8904,True,Female
189,03/01/2023,Wed,Saudi Arabia,jeddah,21.5433,39.1728,Ruba Dahbur,Laptop,Dell XPS,XPS 15,I738,3,1599,374.166,892.242,True,Male
190,03/01/2023,Tue,USA,new york,40.7312,-73.9998,Rafat Shakhashiru,VR Headset,HTC Vive,HTC Vive Focus 3,B377,4,799,409.887,508.5635,True,Female
191,03/01/2023,Tue,Egypt,cairo,30.0444,31.2357,Ali Alqasir,Tablet,Microsoft Surface,Surface Go 2,G327,4,399,183.141,341.145,False,Female
192,03/01/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Eala Basil,Fitness Tracker,Garmin Approach,Garmin Approach S62,H016,3,499,257.983,267.3642,True,Male
193,03/01/2023,Tue,Morocco,casablanca,33.5731,7.5898,Khadijah Klizli,Laptop,Acer Swift,Acer Swift 5,R664,4,999,979.02,489.51,True,Female
194,03/01/2023,Mon,United Arab Emirates,abu dhabi,24.4764,54.3705,Khalid Altujjar,VR Headset,HP Reverb,HP Reverb G2,K725,3,599,569.4094,92.9648,True,Female
195,03/01/2023,Tue,United Arab Emirates,dubai,25.2048,55.2708,Muhamad Zakariaa,Smart Speaker,JBL Link,JBL Link 500,J087,5,249,44.82,4.482,True,Male
196,03/01/2023,Wed,Saudi Arabia,jeddah,21.4858,39.1925,Abd Allatif Alasfar,Gaming Console,Microsoft Xbox,Xbox One X,S935,3,299,415.9688,303.5448,True,Female
197,03/01/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Diea Bahriin,Headphones,Jabra Elite,Jabra Elite 75t,V236,4,179,154.8171,133.176,True,Female
198,03/01/2023,Thu,Saudi Arabia,aseer,18.2311,42.5004,Rafat Hafiz,Laptop,Lenovo ThinkPad,ThinkPad X13,R664,2,999,736.4628,755.8434,False,Male
199,03/01/2023,Wed,Saudi Arabia,jeddah,21.4858,39.1925,Dania Husu,Tablet,Samsung Galaxy Tab,Galaxy Tab A7,Z227,4,179,96.66,114.381,True,Female
200,03/01/2023,Mon,USA,washington,38.9072,-77.0369,Muhamad Aldarawasha,Smartphone,Google Pixel,Google Pixel 5a,J501,7,499,86.2272,479.04,False,Female
201,03/01/2023,Mon,United Arab Emirates,abu dhabi,24.4539,54.3773,Ahmad Zaniqa,Laptop,Lenovo ThinkPad,ThinkPad X13,F400,6,999,459.54,441.1584,True,Male
202,03/01/2023,Tue,Syria,damascus,33.5146,36.3084,Almuthanaa Swyd,Digital Camera,Canon EOS R Series,Canon EOS R5,R823,7,3999,37.1907,2938.0653,True,Female
203,03/01/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Shilan Alhmwi,Gaming Console,Nintendo Switch,Nintendo Switch Pro,E715,4,399,326.781,2237.193,False,Female
204,03/01/2023,Mon,Saudi Arabia,aseer,18.2311,42.5004,Muhamad Alshear,VR Headset,Oculus Quest,Oculus Quest 3,C905,4,599,230.8546,180.1792,True,Male
205,03/01/2023,Wed,Syria,aleppo,36.2021,37.1343,Muhamad Muhamad,Smart Speaker,Amazon Echo Show,Amazon Echo Show 8 (2nd Gen),Z524,4,129,111.5721,85.1787,False,Female
206,03/01/2023,Wed,Syria,homs,34.7326,36.7136,Fadi Alasfar,Smartphone,Samsung Galaxy,Galaxy Z Fold 3,Z398,4,1799,1187.8797,1154.4183,True,Female
207,03/01/2023,Tue,USA,new york,40.7128,-74.006,Fatnh Khalil,Gaming Console,Nintendo Switch,Nintendo Switch Lite,S735,2,199,313.0668,1071.018,True,Male
208,03/01/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Rasha Alsyqly,Smart Speaker,Google Nest,Nest Hub (2nd Gen),P598,5,99,122.2452,31.0464,True,Female
209,03/01/2023,Mon,United Arab Emirates,fujairah,25.1286,56.3242,Muhamad Mukiin,Headphones,Bose QuietComfort,QC45,I876,3,349,120.0909,230.4447,True,Female
210,03/01/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Alyida Kafa,Gaming Console,Microsoft Xbox,Xbox Original,O211,3,69,65.5776,16.56,True,Male
211,03/01/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Mahir Dulul,Smartphone,OnePlus,OnePlus Nord 2,W206,3,399,208.9962,321.2349,True,Female
212,03/01/2023,Mon,Saudi Arabia,riyadh,24.7743,46.7386,Rami Eirat,Laptop,Dell XPS,XPS 15,I036,3,1599,3377.088,1780.6464,True,Female
213,03/01/2023,Mon,USA,las vegas,36.1699,-115.1398,Lina Ghrz,Headphones,Anker Soundcore,Anker Soundcore Life Q30,F655,1,79,28.0371,40.9773,True,Male
214,03/01/2023,Mon,Morocco,casablanca,33.5731,7.5898,Zaydun Almisri,Digital Camera,Olympus OM-D,Olympus OM-D E-M1 Mark III,Y989,4,1999,939.53,657.671,True,Female
215,03/01/2023,Tue,Syria,damascus,33.5138,36.2765,Hamdah Shanan,Smartwatch,Garmin Forerunner,Garmin Forerunner 945,H016,4,599,474.408,425.889,True,Female
216,03/01/2023,Mon,Saudi Arabia,dammam,26.3927,49.9777,Bakr Klizli,Gaming Console,Sony PlayStation,PlayStation 2,C308,3,99,37.7487,74.5767,True,Male
217,03/01/2023,Tue,Syria,damascus,33.5146,36.3084,Sami Shaeban,Smartwatch,Samsung Galaxy,Galaxy Watch 4,R551,4,349,102.7456,19.2648,True,Female
218,03/01/2023,Mon,USA,new york,40.7312,-73.9998,Iman Albarnawi,Laptop,HP Pavilion,HP Pavilion 15,E274,4,799,73.508,249.9272,True,Female
219,03/01/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Muhamad Qisam,VR Headset,Pimax Vision,Pimax Vision 5K Super,H087,4,899,828.1588,26.4306,True,Male
220,03/01/2023,Mon,Egypt,asyut,27.1809,31.1837,Hasan Ebdalwahd,Smartphone,Apple iPhone,iPhone 13 Pro Max,E663,8,1299,177.3135,1099.3437,False,Female
221,03/01/2023,Mon,United Arab Emirates,abu dhabi,24.4539,54.3773,Fadi Hmshw,Digital Camera,Nikon Coolpix,Nikon Coolpix P1000,A794,2,999,90.909,418.1814,True,Female
222,03/01/2023,Mon,Saudi Arabia,riyadh,24.7743,46.7386,Muhamad Shiah,Fitness Tracker,Fitbit Charge,Fitbit Charge 4,Q963,3,149,109.515,137.2588,True,Male
223,03/01/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Ayman Alsaman,Laptop,Lenovo Legion,Lenovo Legion 5,L700,6,1099,756.3318,439.4901,False,Female
224,03/01/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Iin Alealiu,Smartphone,OnePlus,OnePlus 9 Pro,Q628,8,899,76.8645,640.5375,True,Female
225,03/01/2023,Mon,France,paris,48.8566,2.3522,Mari Hamshu,VR Headset,Valve Index,Valve Index VR Kit,E484,5,999,157.9419,157.9419,False,Male
226,03/01/2023,Tue,Syria,aleppo,36.2021,37.1343,Lilas Husu,Tablet,Amazon Fire HD,Amazon Fire HD 8 Plus,F693,3,129,56.3085,46.2981,False,Female
227,03/01/2023,Tue,Syria,damascus,33.5146,36.3084,Hazim Akrym,Smartwatch,Huawei Watch,Huawei Watch GT 2e,B392,4,129,74.304,47.0592,True,Female
228,03/01/2023,Wed,Egypt,asyut,27.1809,31.1837,Ali Earabi,Gaming Console,Retro Console,Sega Genesis Mini,K492,4,79,13.6512,11.376,True,Male
229,03/01/2023,Wed,Egypt,asyut,27.1809,31.1837,Diea Hutayniun,Laptop,Lenovo ThinkPad,ThinkPad X1 Carbon,R551,4,1499,4652.896,72.7015,True,Female
230,03/01/2023,Tue,Syria,aleppo,36.2021,37.1343,Eubay Sydu,Headphones,Jabra Elite,Jabra Elite 75t,R389,3,179,280.672,63.1512,False,Female
231,03/01/2023,Tue,Egypt,cairo,30.0444,31.2357,Muhamad Karim,Fitness Tracker,Huawei Band,Huawei Band 6,R361,5,59,10.089,48.852,True,Male
232,03/01/2023,Wed,Egypt,asyut,27.1809,31.1837,Omar Ahmad,Headphones,Sony WH,Sony WH-CH710N,O755,4,129,41.796,10.449,True,Female
233,03/01/2023,Tue,United Arab Emirates,fujairah,25.1286,56.3242,Mujdi Abu Zamil,Smart Speaker,JBL Link,JBL Link 20,K012,3,99,89.3376,56.7666,True,Female
234,03/01/2023,Tue,Syria,homs,34.7326,36.7136,Mazin Shaykh,Headphones,Anker Soundcore,Anker Soundcore Liberty Air 2 Pro,J431,5,99,40.0158,33.5016,True,Male
235,03/01/2023,Tue,Saudi Arabia,riyadh,24.7743,46.7386,Khalil Farahat,Headphones,Sony WH,Sony WH-CH710N,J768,4,129,95.976,97.1757,True,Female
236,03/01/2023,Wed,United Arab Emirates,abu dhabi,24.4539,54.3773,Rim Alhasan,Digital Camera,Nikon Z Series,Nikon Z7 II,E986,7,2299,653.3758,1892.5368,True,Female
237,03/01/2023,Fri,United Arab Emirates,abu dhabi,24.4764,54.3705,Amir Muhamad,Smartphone,Samsung Galaxy,Galaxy Z Fold 3,H574,5,1799,625.6922,1674.1494,True,Male
238,03/01/2023,Tue,Egypt,cairo,30.0444,31.2357,Amani Abu Adhan,Digital Camera,Panasonic Lumix,Panasonic Lumix S1H,V472,4,3499,1508.7688,548.6432,False,Female
239,03/01/2023,Wed,Syria,damascus,33.5146,36.3084,Muhamad Bitahish,VR Headset,Pimax Vision,Pimax Vision 5K Super Plus,L343,4,999,206.5932,901.4976,True,Female
240,03/01/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Omar Earabi,Gaming Console,Sony PlayStation,PlayStation 3 Slim,L700,5,199,130.6634,70.2072,True,Male
241,03/01/2023,Mon,United Arab Emirates,abu dhabi,24.4764,54.3705,Husam Bwalsibae,Digital Camera,Fujifilm X Series,Fujifilm X100V,L543,4,1399,26.8608,201.456,False,Female
242,03/01/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Abdalhadi Altibae,Digital Camera,Canon EOS R Series,Canon EOS R5,S691,3,3999,3272.7816,3719.07,False,Female
243,03/01/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Muhamad Marzuq,Smartphone,Oppo Find,Oppo Find X4 Neo,W408,2,549,195.6636,358.7166,True,Male
244,03/01/2023,Wed,France,paris,48.8566,2.3522,Muhamad Swyd,Smart Speaker,Apple HomePod,Apple HomePod,R361,4,299,169.9516,272.5086,False,Female
245,03/01/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Ibrahim Eazu,Laptop,ASUS ROG,ASUS ROG Strix G15,J860,7,1099,1880.6088,878.9802,True,Female
246,03/01/2023,Wed,USA,washington,38.9072,-77.0369,Ahmad Sakar,Headphones,Anker Soundcore,Anker Soundcore Liberty Air 2 Pro,Q963,5,99,51.48,8.91,False,Male
247,03/01/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Mahir Shadi Alghazy,Gaming Console,Microsoft Xbox,Xbox Series X,I470,4,499,19.3612,919.657,True,Female
248,03/01/2023,Tue,France,paris,48.8566,2.3522,Fawaz Aleabd,Laptop,Lenovo Legion,Lenovo Legion 5,R021,4,1099,194.1933,143.0898,True,Female
249,03/01/2023,Tue,USA,new york,40.7498,-73.9814,Tala Jhad,Fitness Tracker,Amazfit GTR,Amazfit GTR 2e,H320,4,99,32.4324,66.6666,True,Male
250,03/01/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Habib Sariji,Smartphone,Samsung Galaxy,Galaxy M32,K920,3,249,56.1744,63.1962,True,Female
251,03/01/2023,Tue,Egypt,cairo,30.0444,31.2357,Ali Dahadal,Gaming Console,Nintendo Switch,Nintendo Switch Pro,N334,3,399,853.2216,189.6048,True,Female
252,03/01/2023,Tue,Saudi Arabia,riyadh,24.7136,46.6753,Raja Alaleppoy,VR Headset,Oculus Quest,Oculus Quest 3,R252,4,599,41.0914,99.7934,True,Male
253,03/01/2023,Mon,Saudi Arabia,jeddah,21.4858,39.1925,Akthum Almisri,VR Headset,Valve Index,Valve Index VR Kit 2,A470,3,1199,805.2484,11.0308,False,Female
254,03/01/2023,Mon,Egypt,cairo,30.0444,31.2357,Fadi Ratib,Laptop,Apple MacBook,"MacBook Pro 16""",N998,5,2399,1458.592,1025.5725,False,Female
255,03/01/2023,Tue,Morocco,casablanca,33.5731,7.5898,Eubayda Alkfrswsany,Tablet,Samsung Galaxy Tab,Galaxy Tab A8,Q903,5,199,185.269,35.1036,True,Male
256,03/01/2023,Mon,United Arab Emirates,abu dhabi,24.4539,54.3773,Rim Watar,Gaming Console,Sony PlayStation,PlayStation 4 Slim,K044,3,299,115.4439,38.4813,True,Female
257,03/01/2023,Sun,Saudi Arabia,riyadh,24.7136,46.6753,Ali Aldubus,Headphones,Anker Soundcore,Anker Soundcore Liberty Air 2 Pro,Q992,4,99,9.108,122.0472,True,Female
258,03/01/2023,Tue,France,paris,48.8566,2.3522,Rym Euthman,Digital Camera,Sony Cyber-shot,Sony Cyber-shot RX100 VII,U470,4,1199,947.8095,880.9053,True,Male
259,03/01/2023,Tue,France,paris,48.8566,2.3522,Jan Bilul,Digital Camera,Panasonic Lumix,Panasonic Lumix S1H,E365,3,3499,7854.5552,9270.9504,True,Female
260,04/01/2023,Tue,Saudi Arabia,jeddah,21.4858,39.1925,Ayman Durkzili,Headphones,Sennheiser HD,Sennheiser HD 660S,W206,4,499,340.1184,330.5376,True,Female
261,04/01/2023,Mon,Morocco,casablanca,33.5731,7.5898,Muhamad Shadi Alkhiat,Smart Speaker,Sonos One,Sonos Move,N664,4,399,872.613,667.926,False,Male
262,04/01/2023,Tue,Saudi Arabia,jeddah,21.5433,39.1728,Jamal Earabi,Headphones,Bose QuietComfort,QC45,G475,4,349,34.551,25.128,True,Female
263,04/01/2023,Wed,United Arab Emirates,abu dhabi,24.4539,54.3773,Asma Alkhibaz,Digital Camera,Nikon Z Series,Nikon Z50,E009,3,799,615.8692,751.06,True,Female
264,04/01/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Muhamad Shaykh Janid,Tablet,Lenovo Tab,Lenovo Tab M10 FHD Plus,G323,4,229,43.0749,20.4039,True,Male
265,04/01/2023,Wed,Saudi Arabia,riyadh,24.7743,46.7386,Ibrahim Rinkusi,Tablet,Samsung Galaxy Tab S,Galaxy Tab S8+,Q963,4,749,222.9024,459.7362,True,Female
266,04/01/2023,Wed,United Arab Emirates,abu dhabi,24.4539,54.3773,Iin Khalifih,Smartphone,Samsung Galaxy,Galaxy Z Fold 3,J536,4,1799,1162.3339,1195.0757,False,Female
267,04/01/2023,Tue,Saudi Arabia,dammam,26.3927,49.9777,Muhamad Mius,Smart Speaker,Amazon Echo Show,Amazon Echo Show 8 (2nd Gen),P826,6,129,83.6694,71.5434,True,Male
268,04/01/2023,Wed,Egypt,asyut,27.1809,31.1837,Muhamad Salih,Laptop,ASUS ROG,ASUS ROG Strix Scar 17,J157,5,1999,11226.384,17463.264,True,Female
269,04/01/2023,Tue,USA,new york,40.7498,-73.9814,Rwbyna Abu,Smart Speaker,Bose Home Speaker,Bose Home Speaker 300,R361,1,199,327.6336,315.9324,False,Female
270,04/01/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Lina Hamshu,Laptop,Dell XPS,XPS 15,T202,4,1599,1159.9146,550.2159,False,Male
271,04/01/2023,Sat,Saudi Arabia,jeddah,21.5433,39.1728,Mazin Faris,Digital Camera,Nikon Z Series,Nikon Z50,G451,7,799,646.4709,148.614,True,Female
272,04/01/2023,Mon,Syria,aleppo,36.2021,37.1343,Abdalmjid Iidlibi,Smart Speaker,Google Nest,Nest Audio,T332,4,99,7.4448,80.9622,True,Female
273,04/01/2023,Mon,USA,new york,40.7128,-74.006,Iin Eataya,Digital Camera,Sony Cyber-shot,Sony Cyber-shot RX100 VII,Z125,5,1199,625.878,928.026,False,Male
274,04/01/2023,Tue,United Arab Emirates,dubai,25.2048,55.2708,Muhamad Alkhatib,Tablet,Lenovo Tab,Lenovo Tab M7,C793,3,79,62.5048,25.438,False,Female
275,04/01/2023,Tue,Syria,aleppo,36.2021,37.1343,Muhamad Eubayd,Laptop,ASUS ROG,ASUS ROG Zephyrus G14,Y295,4,1299,410.7438,120.807,True,Female
276,04/01/2023,Mon,USA,las vegas,36.1699,-115.1398,Ghaliah Alsyd,Smartwatch,Apple Watch,Apple Watch SE,F655,4,279,15.066,47.709,False,Male
277,04/01/2023,Wed,Saudi Arabia,riyadh,24.7136,46.6753,Rahaf Ratib,Headphones,Bose SoundSport,Bose SoundSport Wireless,H520,3,129,113.6619,42.1443,True,Female
278,04/01/2023,Tue,Saudi Arabia,aseer,18.2311,42.5004,Eazalidin Almala,Smartwatch,Garmin Venu,Garmin Venu 2S,A058,4,349,314.9376,26.2448,True,Female
279,04/01/2023,Wed,Egypt,cairo,30.0444,31.2357,Husam Naeim,Smartwatch,Garmin Fenix,Garmin Fenix 6S,Q083,4,499,3320.4458,1185.8735,True,Male
280,04/01/2023,Mon,USA,las vegas,36.1699,-115.1398,Adnan Ghanim,Fitness Tracker,Fitbit Charge,Fitbit Charge 3,S501,5,99,38.1546,23.265,False,Female
281,04/01/2023,Wed,Syria,damascus,33.5146,36.3084,Sandra Zaerur,Laptop,Microsoft Surface,Surface Laptop 4,S501,5,1299,1005.426,198.747,True,Female
282,04/01/2023,Mon,Egypt,asyut,27.1809,31.1837,Muhamad Allaadhiqanii,Smartphone,Xiaomi Redmi,Xiaomi Redmi 10,V472,1,199,51.939,1.791,False,Male
283,04/01/2023,Fri,Saudi Arabia,dammam,26.3927,49.9777,Ali Eashur,Laptop,Lenovo Legion,Lenovo Legion 5,D873,5,1099,32.3106,710.8332,True,Female
284,04/01/2023,Tue,USA,washington,38.9072,-77.0369,Muhamad Shadi Alghazy,Gaming Console,Sony PlayStation,PlayStation 4 Pro,J073,5,399,1422.036,1516.8384,True,Female
285,04/01/2023,Mon,France,paris,48.8566,2.3522,Alaa Ewad,Smartphone,Apple iPhone,iPhone SE,L427,4,399,272.5569,817.6707,True,Male
286,04/01/2023,Fri,Saudi Arabia,jeddah,21.4858,39.1925,Diana Aleusud,VR Headset,Oculus Rift S,Oculus Rift 2,L025,4,499,256.8852,232.1847,True,Female
287,04/01/2023,Mon,Syria,homs,34.7326,36.7136,Husam Dakhal,Gaming Console,Sony PlayStation,PlayStation 4 Slim,D297,5,299,3432.9984,1680.7388,True,Female
288,04/01/2023,Wed,United Arab Emirates,abu dhabi,24.4764,54.3705,Sarah Iibrahim,Digital Camera,Nikon Z Series,Nikon Z7 II,W278,4,2299,2133.9318,2698.7961,True,Male
289,04/01/2023,Mon,Syria,homs,34.7326,36.7136,Alaa Alquatliu,Laptop,HP Pavilion,HP Pavilion x360,V236,4,649,856.1608,1032.4292,False,Female
290,04/01/2023,Tue,USA,new york,40.7498,-73.9814,Muhamad Almisri,Fitness Tracker,Xiaomi Mi Band,Xiaomi Mi Band 5,T587,4,29,25.8912,8.091,True,Female
291,04/01/2023,Wed,Saudi Arabia,jeddah,21.5433,39.1728,Rima Khiat,Laptop,HP Envy,Envy x360,Q903,3,899,106.3517,556.3012,True,Male
292,04/01/2023,Mon,Saudi Arabia,jeddah,21.5433,39.1728,Hasan Eali,Smartphone,Apple iPhone,iPhone SE,P437,5,399,172.5276,202.5324,True,Female
293,04/01/2023,Fri,Syria,homs,34.7326,36.7136,Ruaa Alqintar,Gaming Console,Retro Console,Super NES Classic,T351,4,99,56.6577,77.7843,True,Female
294,04/01/2023,Mon,Syria,aleppo,36.2021,37.1343,Sandurana Alzzahir,Headphones,Anker Soundcore,Anker Soundcore Liberty Air 2 Pro,L295,3,99,94.1094,14.4045,True,Male
295,04/01/2023,Mon,Morocco,casablanca,33.5731,7.5898,Abdalrahmin Khalifih,Smartphone,Apple iPhone,iPhone 12,F693,6,899,16.5416,512.7896,False,Female
296,04/01/2023,Mon,USA,new york,40.7312,-73.9998,Ghada Eitaya,Smart Speaker,Harman Kardon,Harman Kardon Allure,Z398,2,249,110.0082,166.1826,True,Female
297,04/01/2023,Thu,Saudi Arabia,jeddah,21.4858,39.1925,Ahmad Alghumyan,Gaming Console,Sony PlayStation,PlayStation 4 Slim,N849,3,299,252.954,24.219,True,Male
298,04/01/2023,Tue,United Arab Emirates,abu dhabi,24.4764,54.3705,Rami Murad,Smartphone,Oppo Find,Oppo Find X4 Pro,Z856,3,899,287.7699,305.2105,True,Female
299,04/01/2023,Mon,France,paris,48.8566,2.3522,Ahmad Dw,Fitness Tracker,Huawei Band,Huawei Band 6,Z074,7,59,39.294,37.17,True,Female
300,04/01/2023,Mon,USA,washington,38.9072,-77.0369,Muhamad Turkmany,Fitness Tracker,Withings Move,Withings Move,Y716,5,59,24.5322,33.2937,False,Male
